date,LAT,LON
2021/3/5 15:00,48.43151864,-123.3762557
2021/3/5 16:00,48.43150898,-123.3762614
2021/3/5 17:00,48.43147131,-123.3762916
2021/3/5 18:00,48.43148933,-123.3762908
2021/3/5 19:00,48.43148145,-123.3763187
2021/3/5 20:00,48.43147665,-123.3763136
2021/3/5 21:00,48.43150033,-123.3762622
2021/3/5 22:00,48.4315198,-123.3762506
2021/3/5 23:00,48.43147994,-123.3762598
2021/3/6 0:00,48.43149108,-123.3762452
2021/3/6 1:00,48.43085809,-123.3765996
2021/3/6 2:00,48.430244,-123.3769208
2021/3/6 3:00,48.42964933,-123.3772098
2021/3/6 4:00,48.42907462,-123.3774678
2021/3/6 5:00,48.42852039,-123.3776961
2021/3/6 6:00,48.42798714,-123.3778958
2021/3/6 7:00,48.42747542,-123.3780681
2021/3/6 8:00,48.42698574,-123.3782143
2021/3/6 9:00,48.42651863,-123.3783354
2021/3/6 10:00,48.42607461,-123.3784328
2021/3/6 11:00,48.4256542,-123.3785076
2021/3/6 12:00,48.42525792,-123.378561
2021/3/6 13:00,48.42488631,-123.3785941
2021/3/6 14:00,48.42453987,-123.3786083
2021/3/6 15:00,48.42421914,-123.3786046
2021/3/6 16:00,48.42392464,-123.3785843
2021/3/6 17:00,48.42365689,-123.3785486
2021/3/6 18:00,48.42341642,-123.3784986
2021/3/6 19:00,48.42320374,-123.3784356
2021/3/6 20:00,48.42301939,-123.3783608
2021/3/6 21:00,48.42286388,-123.3782753
2021/3/6 22:00,48.42273773,-123.3781803
2021/3/6 23:00,48.42264148,-123.378077
2021/3/7 0:00,48.42257564,-123.3779667
2021/3/7 1:00,48.42254073,-123.3778505
2021/3/7 2:00,48.42253729,-123.3777296
2021/3/7 3:00,48.42256583,-123.3776052
2021/3/7 4:00,48.42262687,-123.3774785
2021/3/7 5:00,48.42272095,-123.3773507
2021/3/7 6:00,48.42284858,-123.377223
2021/3/7 7:00,48.42301028,-123.3770965
2021/3/7 8:00,48.42320658,-123.3769726
2021/3/7 9:00,48.423438,-123.3768523
2021/3/7 10:00,48.42370507,-123.3767368
2021/3/7 11:00,48.42400831,-123.3766275
2021/3/7 12:00,48.42434824,-123.3765253
2021/3/7 13:00,48.42472539,-123.3764317
2021/3/7 14:00,48.42514027,-123.3763476
2021/3/7 15:00,48.42559341,-123.3762744
2021/3/7 16:00,48.42608534,-123.3762132
2021/3/7 17:00,48.42661657,-123.3761653
2021/3/7 18:00,48.42718764,-123.3761317
2021/3/7 19:00,48.42779906,-123.3761138
2021/3/7 20:00,48.42845135,-123.3761126
2021/3/7 21:00,48.42914505,-123.3761295
2021/3/7 22:00,48.42988067,-123.3761655
2021/3/7 23:00,48.43065873,-123.376222
2021/3/8 0:00,48.43147977,-123.3763
2021/3/8 1:00,48.43148999,-123.3762908
2021/3/8 2:00,48.4314814,-123.3763194
2021/3/8 3:00,48.43147311,-123.3762847
2021/3/8 4:00,48.43149267,-123.3763086
2021/3/8 5:00,48.43148003,-123.3763227
2021/3/8 6:00,48.43149047,-123.3762996
2021/3/8 7:00,48.43147922,-123.37631
2021/3/8 8:00,48.43147133,-123.3763184
2021/3/8 9:00,48.43146146,-123.3763112
2021/3/8 10:00,48.43147019,-123.37632
2021/3/8 11:00,48.43145793,-123.3763199
2021/3/8 12:00,48.43148322,-123.3762898
2021/3/8 13:00,48.43148062,-123.3763099
2021/3/8 14:00,48.43145131,-123.3763197
2021/3/8 15:00,48.43147195,-123.3763069
2021/3/8 16:00,48.43147029,-123.376325
2021/3/8 17:00,48.43147998,-123.3763207
2021/3/8 18:00,48.43147986,-123.3763019
2021/3/8 19:00,48.43148966,-123.3763091
2021/3/8 20:00,48.43133791,-123.3759754
2021/3/8 21:00,48.43147234,-123.3762986
